,lat,lon,precio,sup_total,expensas,ambientes,fuente,precio_moneda,geometry,index_right,BARRIO
389,-34.62399,-58.50326999999999,41000.0,35.0,5000.0,2.0,argenprop,$,POINT (-58.50326999999999 -34.62399),14,VELEZ SARSFIELD
415,-34.62252,-58.49685,30000.0,40.0,5000.0,2.0,argenprop,$,POINT (-58.49685 -34.62252),14,VELEZ SARSFIELD
476,-34.63057,-58.49649,30000.0,35.0,3600.0,2.0,argenprop,$,POINT (-58.49649 -34.63057),14,VELEZ SARSFIELD
728,-34.637209999999996,-58.49101999999999,52800.0,75.0,0.0,2.0,argenprop,$,POINT (-58.49101999999999 -34.63721),14,VELEZ SARSFIELD
733,-34.63821,-58.48835,28000.0,37.0,3200.0,1.0,argenprop,$,POINT (-58.48835 -34.63821),14,VELEZ SARSFIELD
736,-34.62399,-58.5033,26000.0,25.0,0.0,1.0,argenprop,$,POINT (-58.5033 -34.62399),14,VELEZ SARSFIELD
1194,-34.62798,-58.496590000000005,34000.0,35.0,0.0,2.0,argenprop,$,POINT (-58.49659 -34.62798),14,VELEZ SARSFIELD
1213,-34.62877,-58.49585,34000.0,35.0,0.0,2.0,argenprop,$,POINT (-58.49585 -34.62877),14,VELEZ SARSFIELD
475,-34.6271617,-58.4910373,28000.0,37.0,3200.0,2.0,zonaprop,$,POINT (-58.4910373 -34.6271617),14,VELEZ SARSFIELD
601,-34.631935999999996,-58.500530926047524,44000.0,43.0,8600.0,2.0,zonaprop,$,POINT (-58.50053092604752 -34.631936),14,VELEZ SARSFIELD
613,-34.631935999999996,-58.500530926047524,43000.0,43.0,8600.0,2.0,zonaprop,$,POINT (-58.50053092604752 -34.631936),14,VELEZ SARSFIELD
865,-34.6378616,-58.4866772,28000.0,40.0,3200.0,1.0,zonaprop,$,POINT (-58.4866772 -34.6378616),14,VELEZ SARSFIELD
1270,-34.625981599999996,-58.503572899999995,32000.0,42.0,7600.0,2.0,zonaprop,$,POINT (-58.50357289999999 -34.6259816),14,VELEZ SARSFIELD
1319,-34.635482638775514,-58.48825427551021,30000.0,38.0,5300.0,2.0,zonaprop,$,POINT (-58.48825427551021 -34.63548263877551),14,VELEZ SARSFIELD
1594,-34.6309943,-58.4948524,75000.0,115.0,0.0,3.0,zonaprop,$,POINT (-58.4948524 -34.6309943),14,VELEZ SARSFIELD
1753,-34.6293709,-58.499503000000004,40000.0,54.0,1500.0,2.0,zonaprop,$,POINT (-58.499503 -34.6293709),14,VELEZ SARSFIELD
1808,-34.6293709,-58.499503000000004,33000.0,42.0,1500.0,1.0,zonaprop,$,POINT (-58.499503 -34.6293709),14,VELEZ SARSFIELD
1830,-34.631196100000004,-58.492555599999996,30000.0,36.0,5300.0,2.0,zonaprop,$,POINT (-58.4925556 -34.6311961),14,VELEZ SARSFIELD
2268,-34.6287984,-58.493629799999994,50000.0,50.0,0.0,3.0,zonaprop,$,POINT (-58.49362979999999 -34.6287984),14,VELEZ SARSFIELD
2617,-34.635428999999995,-58.482539,50000.0,110.0,0.0,4.0,zonaprop,$,POINT (-58.482539 -34.63542899999999),14,VELEZ SARSFIELD
2837,-34.63476060204082,-58.48834265306122,42000.0,60.0,10000.0,3.0,zonaprop,$,POINT (-58.48834265306122 -34.63476060204082),14,VELEZ SARSFIELD
3537,-34.62474916326531,-58.50409136734694,25000.0,35.0,6500.0,1.0,zonaprop,$,POINT (-58.50409136734694 -34.62474916326531),14,VELEZ SARSFIELD
3997,-34.635428999999995,-58.482539,28000.0,40.0,5000.0,2.0,zonaprop,$,POINT (-58.482539 -34.63542899999999),14,VELEZ SARSFIELD
4079,-34.63903392653061,-58.48506765714286,30000.0,35.0,0.0,1.0,zonaprop,$,POINT (-58.48506765714286 -34.63903392653061),14,VELEZ SARSFIELD
4334,-34.637008974747474,-58.483854091919184,35000.0,35.0,1500.0,1.0,zonaprop,$,POINT (-58.48385409191918 -34.63700897474747),14,VELEZ SARSFIELD
5485,-34.637034166666666,-58.488872,32000.0,40.0,0.0,2.0,zonaprop,$,POINT (-58.488872 -34.63703416666667),14,VELEZ SARSFIELD
5630,-34.635428999999995,-58.482539,28000.0,40.0,5400.0,2.0,zonaprop,$,POINT (-58.482539 -34.63542899999999),14,VELEZ SARSFIELD
5631,-34.635281,-58.487351600000004,26000.0,44.0,6500.0,2.0,zonaprop,$,POINT (-58.4873516 -34.635281),14,VELEZ SARSFIELD
6054,-34.6315629,-58.4963495,85000.0,140.0,0.0,1.0,zonaprop,$,POINT (-58.4963495 -34.6315629),14,VELEZ SARSFIELD
6128,-34.6399836,-58.4862938,30000.0,43.0,6800.0,1.0,zonaprop,$,POINT (-58.4862938 -34.6399836),14,VELEZ SARSFIELD
6341,-34.633460799999995,-58.491681400000004,45000.0,53.0,0.0,3.0,zonaprop,$,POINT (-58.4916814 -34.63346079999999),14,VELEZ SARSFIELD
6814,-34.6293709,-58.499503000000004,55000.0,110.0,1500.0,3.0,zonaprop,$,POINT (-58.499503 -34.6293709),14,VELEZ SARSFIELD
7024,-34.6386268,-58.4851806,35000.0,52.0,7000.0,2.0,zonaprop,$,POINT (-58.4851806 -34.6386268),14,VELEZ SARSFIELD
4487,-34.6375411747,-58.4842510879,21000.0,34.0,0.0,1.0,properati,ars,POINT (-58.4842510879 -34.6375411747),14,VELEZ SARSFIELD
341,-34.6222649,-58.4973581,65000.0,85.0,9000.0,4.0,meli,$,POINT (-58.4973581 -34.6222649),14,VELEZ SARSFIELD
422,-34.637350399999995,-58.4906802,29000.0,35.0,7000.0,1.0,meli,$,POINT (-58.4906802 -34.6373504),14,VELEZ SARSFIELD
759,-34.6403669,-58.48592370000001,30000.0,38.0,7000.0,1.0,meli,$,POINT (-58.48592370000001 -34.6403669),14,VELEZ SARSFIELD
988,-34.636811,-58.490821,43000.0,45.0,0.0,2.0,meli,$,POINT (-58.490821 -34.636811),14,VELEZ SARSFIELD
1236,-34.63132279999999,-58.4925818,40000.0,60.0,10000.0,3.0,meli,$,POINT (-58.4925818 -34.63132279999999),14,VELEZ SARSFIELD
1505,-34.6363777,-58.4873441,40000.0,50.0,4600.0,2.0,meli,$,POINT (-58.4873441 -34.6363777),14,VELEZ SARSFIELD
1819,-34.6401415,-58.4856905,28000.0,36.0,7000.0,1.0,meli,$,POINT (-58.4856905 -34.6401415),14,VELEZ SARSFIELD
2021,-34.6365401,-58.4795499,90000.0,220.0,0.0,4.0,meli,$,POINT (-58.4795499 -34.6365401),14,VELEZ SARSFIELD
2070,-34.6317253,-58.49661260000001,85000.0,140.0,0.0,1.0,meli,$,POINT (-58.49661260000001 -34.6317253),14,VELEZ SARSFIELD
2205,-34.6365401,-58.4795499,90000.0,220.0,0.0,4.0,meli,$,POINT (-58.4795499 -34.6365401),14,VELEZ SARSFIELD
2254,-34.6317253,-58.49661260000001,85000.0,140.0,0.0,1.0,meli,$,POINT (-58.49661260000001 -34.6317253),14,VELEZ SARSFIELD
300,-34.56361,-58.4744,28000.0,32.0,1600.0,1.0,argenprop,$,POINT (-58.4744 -34.56361),21,COGHLAN
302,-34.56361,-58.4744,28000.0,32.0,1600.0,1.0,argenprop,$,POINT (-58.4744 -34.56361),21,COGHLAN
303,-34.56266,-58.46934,46000.0,45.0,6400.0,2.0,argenprop,$,POINT (-58.46934 -34.56266),21,COGHLAN
462,-34.56095,-58.467530000000004,50000.0,62.0,6000.0,2.0,argenprop,$,POINT (-58.46753 -34.56095),21,COGHLAN
514,-34.556290000000004,-58.47758,80000.0,102.0,0.0,4.0,argenprop,$,POINT (-58.47758 -34.55629),21,COGHLAN
996,-34.56158,-58.46897,38000.0,39.0,6500.0,1.0,argenprop,$,POINT (-58.46897 -34.56158),21,COGHLAN
997,-34.5619,-58.46869,52000.0,57.0,16000.0,2.0,argenprop,$,POINT (-58.46869 -34.5619),21,COGHLAN
149,-34.557415999999996,-58.478196999999994,85000.0,58.0,7000.0,3.0,zonaprop,$,POINT (-58.47819699999999 -34.557416),21,COGHLAN
238,-34.559909600000005,-58.4747142,2300.0,180.0,0.0,4.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
290,-34.564230200000004,-58.47908029999999,42000.0,47.0,7000.0,2.0,zonaprop,$,POINT (-58.47908029999999 -34.5642302),21,COGHLAN
310,-34.565132299999995,-58.4708615,50000.0,66.0,9000.0,3.0,zonaprop,$,POINT (-58.4708615 -34.56513229999999),21,COGHLAN
356,-34.560016,-58.481479,250000.0,118.0,21000.0,4.0,zonaprop,$,POINT (-58.481479 -34.560016),21,COGHLAN
459,-34.5644814,-58.4770836,45000.0,46.0,11000.0,2.0,zonaprop,$,POINT (-58.4770836 -34.5644814),21,COGHLAN
506,-34.56393975,-58.476658516215494,30000.0,24.0,3000.0,1.0,zonaprop,$,POINT (-58.47665851621549 -34.56393975),21,COGHLAN
522,-34.559473714285716,-58.481865571428564,250000.0,118.0,25000.0,4.0,zonaprop,$,POINT (-58.48186557142856 -34.55947371428572),21,COGHLAN
582,-34.559109,-58.476878,50000.0,58.0,10500.0,3.0,zonaprop,$,POINT (-58.476878 -34.559109),21,COGHLAN
585,-34.55821386666666,-58.480165841414134,50000.0,54.0,5500.0,2.0,zonaprop,$,POINT (-58.48016584141413 -34.55821386666666),21,COGHLAN
877,-34.55672,-58.477101,30000.0,38.0,7700.0,1.0,zonaprop,$,POINT (-58.477101 -34.55672),21,COGHLAN
940,-34.565132299999995,-58.4708615,67000.0,51.0,14650.0,2.0,zonaprop,$,POINT (-58.4708615 -34.56513229999999),21,COGHLAN
967,-34.55672,-58.477101,30000.0,38.0,7700.0,1.0,zonaprop,$,POINT (-58.477101 -34.55672),21,COGHLAN
1074,-34.5626092,-58.474011600000004,45000.0,50.0,2000.0,2.0,zonaprop,$,POINT (-58.4740116 -34.5626092),21,COGHLAN
1235,-34.562077,-58.472862,48000.0,40.0,0.0,2.0,zonaprop,$,POINT (-58.472862 -34.562077),21,COGHLAN
1471,-34.5625028,-58.4783466,65000.0,73.0,3000.0,2.0,zonaprop,$,POINT (-58.4783466 -34.5625028),21,COGHLAN
1522,-34.555607,-58.477008999999995,55000.0,53.0,7100.0,3.0,zonaprop,$,POINT (-58.477009 -34.555607),21,COGHLAN
1756,-34.564230200000004,-58.47908029999999,80000.0,82.0,6300.0,3.0,zonaprop,$,POINT (-58.47908029999999 -34.5642302),21,COGHLAN
1851,-34.563783,-58.4757392,48000.0,48.0,0.0,2.0,zonaprop,$,POINT (-58.4757392 -34.563783),21,COGHLAN
2630,-34.554590000000005,-58.475166,80000.0,110.0,0.0,2.0,zonaprop,$,POINT (-58.475166 -34.55459),21,COGHLAN
2824,-34.56393975,-58.476658516215494,30000.0,24.0,3000.0,1.0,zonaprop,$,POINT (-58.47665851621549 -34.56393975),21,COGHLAN
2832,-34.564325,-58.47415600000001,29000.0,32.0,2200.0,1.0,zonaprop,$,POINT (-58.47415600000001 -34.564325),21,COGHLAN
3877,-34.559909600000005,-58.4747142,47000.0,47.0,1800.0,1.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
4882,-34.5640732,-58.46940564285714,27000.0,32.0,5600.0,1.0,zonaprop,$,POINT (-58.46940564285714 -34.5640732),21,COGHLAN
5106,-34.5649912244898,-58.47291989795917,38000.0,39.0,4000.0,3.0,zonaprop,$,POINT (-58.47291989795917 -34.5649912244898),21,COGHLAN
5362,-34.553706,-58.473564,55000.0,74.0,9000.0,2.0,zonaprop,$,POINT (-58.473564 -34.553706),21,COGHLAN
6098,-34.559909600000005,-58.4747142,24900.0,30.0,4900.0,2.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
6196,-34.559109,-58.476878,38000.0,44.0,5600.0,3.0,zonaprop,$,POINT (-58.476878 -34.559109),21,COGHLAN
6971,-34.559602000000005,-58.475271,41900.0,44.0,4800.0,1.0,zonaprop,$,POINT (-58.475271 -34.55960200000001),21,COGHLAN
7244,-34.559909600000005,-58.4747142,24900.0,30.0,4900.0,2.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
7395,-34.559473714285716,-58.481865571428564,250000.0,118.0,25000.0,4.0,zonaprop,$,POINT (-58.48186557142856 -34.55947371428572),21,COGHLAN
7398,-34.559909600000005,-58.4747142,40000.0,45.0,0.0,2.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
7431,-34.559909600000005,-58.4747142,2300.0,180.0,0.0,4.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
7443,-34.559909600000005,-58.4747142,40000.0,45.0,0.0,2.0,zonaprop,$,POINT (-58.4747142 -34.5599096),21,COGHLAN
157,-34.5623758,-58.4671871,65000.0,43.0,6000.0,3.0,meli,$,POINT (-58.4671871 -34.5623758),21,COGHLAN
303,-34.559467299999994,-58.477858,45000.0,42.0,0.0,1.0,meli,$,POINT (-58.477858 -34.55946729999999),21,COGHLAN
409,-34.5654336,-58.4725893,40000.0,49.0,9000.0,2.0,meli,$,POINT (-58.4725893 -34.5654336),21,COGHLAN
706,-34.5654283,-58.4716748,36000.0,38.0,5000.0,1.0,meli,$,POINT (-58.4716748 -34.5654283),21,COGHLAN
796,-34.5601594,-58.47156579999999,35000.0,34.0,4500.0,1.0,meli,$,POINT (-58.47156579999999 -34.5601594),21,COGHLAN
967,-34.5639839,-58.4694672,30000.0,38.0,5500.0,1.0,meli,$,POINT (-58.4694672 -34.5639839),21,COGHLAN
1184,-34.5646633,-58.4750789,36000.0,42.0,4500.0,2.0,meli,$,POINT (-58.4750789 -34.5646633),21,COGHLAN
1669,-34.5589436,-58.47576700000001,41900.0,44.0,4800.0,1.0,meli,$,POINT (-58.47576700000001 -34.5589436),21,COGHLAN
1727,-34.563610100000005,-58.4743958,28000.0,32.0,1600.0,1.0,meli,$,POINT (-58.4743958 -34.56361010000001),21,COGHLAN
1959,-34.564045799999995,-58.4694585,30000.0,31.0,5900.0,1.0,meli,$,POINT (-58.4694585 -34.5640458),21,COGHLAN
310,-34.58902,-58.49096,33000.0,52.0,4500.0,2.0,argenprop,$,POINT (-58.49096 -34.58902),27,AGRONOMIA
638,-34.590579999999996,-58.48734,40000.0,50.0,0.0,2.0,argenprop,$,POINT (-58.48734 -34.59058),27,AGRONOMIA
813,-34.588440000000006,-58.48543000000001,33000.0,46.0,4350.0,2.0,argenprop,$,POINT (-58.48543000000001 -34.58844000000001),27,AGRONOMIA
982,-34.588440000000006,-58.48543000000001,33000.0,46.0,4200.0,2.0,argenprop,$,POINT (-58.48543000000001 -34.58844000000001),27,AGRONOMIA
171,-34.5915159,-58.4853851,80000.0,120.0,0.0,4.0,zonaprop,$,POINT (-58.4853851 -34.5915159),27,AGRONOMIA
2126,-34.5944326,-58.4949404,40000.0,48.0,500.0,2.0,zonaprop,$,POINT (-58.4949404 -34.5944326),27,AGRONOMIA
2723,-34.592951,-58.4963265,55000.0,66.0,6000.0,3.0,zonaprop,$,POINT (-58.4963265 -34.592951),27,AGRONOMIA
3090,-34.587697438775514,-58.48967113877551,32000.0,37.0,3500.0,1.0,zonaprop,$,POINT (-58.48967113877551 -34.58769743877551),27,AGRONOMIA
4391,-34.59447922653061,-58.49465719591837,56000.0,67.0,1000.0,3.0,zonaprop,$,POINT (-58.49465719591837 -34.59447922653061),27,AGRONOMIA
5182,-34.595986200000006,-58.4975678,30000.0,30.0,3850.0,2.0,zonaprop,$,POINT (-58.4975678 -34.59598620000001),27,AGRONOMIA
5823,-34.594465899999996,-58.5031175,120000.0,100.0,17000.0,3.0,zonaprop,$,POINT (-58.5031175 -34.5944659),27,AGRONOMIA
6723,-34.593990500000004,-58.5032439,43000.0,48.0,5641.0,2.0,zonaprop,$,POINT (-58.5032439 -34.5939905),27,AGRONOMIA
6762,-34.594465899999996,-58.5031175,50000.0,40.0,8500.0,2.0,zonaprop,$,POINT (-58.5031175 -34.5944659),27,AGRONOMIA
6897,-34.594465899999996,-58.5031175,49500.0,46.0,12000.0,2.0,zonaprop,$,POINT (-58.5031175 -34.5944659),27,AGRONOMIA
6983,-34.58945255,-58.486813975,135000.0,163.0,0.0,6.0,zonaprop,$,POINT (-58.486813975 -34.58945255),27,AGRONOMIA
7,-34.5922896,-58.4965485,26500.0,32.0,0.0,2.0,meli,$,POINT (-58.4965485 -34.5922896),27,AGRONOMIA
523,-34.5934274,-58.5005551,45000.0,45.0,4000.0,2.0,meli,$,POINT (-58.5005551 -34.5934274),27,AGRONOMIA
997,-34.5859226,-58.49029670000001,36000.0,41.0,6200.0,2.0,meli,$,POINT (-58.49029670000001 -34.5859226),27,AGRONOMIA
1253,-34.5914622,-58.49884350000001,44000.0,45.0,4500.0,2.0,meli,$,POINT (-58.49884350000001 -34.5914622),27,AGRONOMIA
1765,-34.5946617,-58.49603270000001,230000.0,220.0,14000.0,4.0,meli,$,POINT (-58.49603270000001 -34.5946617),27,AGRONOMIA
1767,-34.5946617,-58.49603270000001,230000.0,220.0,14000.0,4.0,meli,$,POINT (-58.49603270000001 -34.5946617),27,AGRONOMIA
311,-34.64942,-58.47469,90000.0,190.0,0.0,4.0,argenprop,$,POINT (-58.47469 -34.64942),30,PARQUE AVELLANEDA
593,-34.6559,-58.47963000000001,23000.0,200.0,0.0,4.0,argenprop,$,POINT (-58.47963000000001 -34.6559),30,PARQUE AVELLANEDA
996,-34.6400831,-58.4767909,50000.0,80.0,0.0,2.0,zonaprop,$,POINT (-58.4767909 -34.6400831),30,PARQUE AVELLANEDA
1149,-34.649003,-58.48915744122569,25000.0,29.0,6000.0,1.0,zonaprop,$,POINT (-58.48915744122569 -34.649003),30,PARQUE AVELLANEDA
1558,-34.640482399999996,-58.4719985,25000.0,35.0,2500.0,1.0,zonaprop,$,POINT (-58.4719985 -34.6404824),30,PARQUE AVELLANEDA
1914,-34.643680322448986,-58.47673433877551,75000.0,135.0,0.0,5.0,zonaprop,$,POINT (-58.47673433877551 -34.64368032244899),30,PARQUE AVELLANEDA
3419,-34.6400831,-58.4767909,80000.0,103.0,0.0,4.0,zonaprop,$,POINT (-58.4767909 -34.6400831),30,PARQUE AVELLANEDA
4425,-34.6499218,-58.4860192,85000.0,137.0,5000.0,3.0,zonaprop,$,POINT (-58.4860192 -34.6499218),30,PARQUE AVELLANEDA
4427,-34.6499218,-58.4860192,80000.0,120.0,5000.0,3.0,zonaprop,$,POINT (-58.4860192 -34.6499218),30,PARQUE AVELLANEDA
4429,-34.6499218,-58.4860192,70000.0,103.0,5000.0,3.0,zonaprop,$,POINT (-58.4860192 -34.6499218),30,PARQUE AVELLANEDA
4583,-34.64402663265306,-58.47181410204082,58000.0,69.0,0.0,3.0,zonaprop,$,POINT (-58.47181410204082 -34.64402663265306),30,PARQUE AVELLANEDA
5060,-34.6555161,-58.478851799999994,90000.0,159.0,0.0,4.0,zonaprop,$,POINT (-58.47885179999999 -34.6555161),30,PARQUE AVELLANEDA
5221,-34.639767,-58.477393000000006,23000.0,41.0,4000.0,2.0,zonaprop,$,POINT (-58.47739300000001 -34.639767),30,PARQUE AVELLANEDA
5938,-34.6458495,-58.485221100000004,35000.0,43.0,5200.0,2.0,zonaprop,$,POINT (-58.4852211 -34.6458495),30,PARQUE AVELLANEDA
6838,-34.64948029999999,-58.476905200000004,27000.0,120.0,3500.0,2.0,zonaprop,$,POINT (-58.4769052 -34.64948029999999),30,PARQUE AVELLANEDA
5383,-34.644063,-58.4917846,28000.0,57.0,0.0,2.0,properati,ars,POINT (-58.4917846 -34.644063),30,PARQUE AVELLANEDA
297,-34.6402588,-58.47794939999999,55000.0,73.0,5500.0,3.0,meli,$,POINT (-58.47794939999999 -34.6402588),30,PARQUE AVELLANEDA
485,-34.6445599,-58.4663216,30000.0,50.0,2500.0,1.0,meli,$,POINT (-58.4663216 -34.6445599),30,PARQUE AVELLANEDA
1426,-34.637873299999995,-58.4799639,23000.0,41.0,6500.0,2.0,meli,$,POINT (-58.4799639 -34.6378733),30,PARQUE AVELLANEDA
2006,-34.6403839,-58.4790229,98000.0,270.0,0.0,7.0,meli,$,POINT (-58.4790229 -34.6403839),30,PARQUE AVELLANEDA
2190,-34.6403839,-58.4790229,98000.0,270.0,0.0,7.0,meli,$,POINT (-58.4790229 -34.6403839),30,PARQUE AVELLANEDA
318,-34.6323,-58.40841999999999,35000.0,60.0,5600.0,3.0,argenprop,$,POINT (-58.40841999999999 -34.6323),16,PARQUE PATRICIOS
570,-34.62919,-58.39999,28000.0,40.0,6000.0,3.0,argenprop,$,POINT (-58.39999 -34.62919),16,PARQUE PATRICIOS
580,-34.634159999999994,-58.4042,33000.0,43.0,500.0,2.0,argenprop,$,POINT (-58.4042 -34.63415999999999),16,PARQUE PATRICIOS
863,-34.63024,-58.400890000000004,25000.0,22.0,4500.0,1.0,argenprop,$,POINT (-58.40089 -34.63024),16,PARQUE PATRICIOS
886,-34.63273,-58.41011999999999,28000.0,38.0,0.0,1.0,argenprop,$,POINT (-58.41011999999999 -34.63273),16,PARQUE PATRICIOS
1116,-34.63262,-58.40277,600000.0,550.0,0.0,1.0,argenprop,$,POINT (-58.40277 -34.63262),16,PARQUE PATRICIOS
556,-34.6369751,-58.4039274,28000.0,36.0,4300.0,1.0,zonaprop,$,POINT (-58.4039274 -34.6369751),16,PARQUE PATRICIOS
812,-34.629193479591834,-58.40112111020407,34000.0,40.0,3700.0,1.0,zonaprop,$,POINT (-58.40112111020407 -34.62919347959183),16,PARQUE PATRICIOS
1035,-34.6304305,-58.404824399999995,40000.0,59.0,8500.0,3.0,zonaprop,$,POINT (-58.4048244 -34.6304305),16,PARQUE PATRICIOS
1045,-34.6374817,-58.401238600000006,42000.0,65.0,9400.0,3.0,zonaprop,$,POINT (-58.40123860000001 -34.6374817),16,PARQUE PATRICIOS
1529,-34.6295636,-58.3919752,22000.0,28.0,4300.0,1.0,zonaprop,$,POINT (-58.3919752 -34.6295636),16,PARQUE PATRICIOS
1812,-34.635223499999995,-58.40760039999999,27000.0,35.0,4000.0,2.0,zonaprop,$,POINT (-58.40760039999999 -34.6352235),16,PARQUE PATRICIOS
1933,-34.639121346938765,-58.405096040816325,30000.0,38.0,6500.0,2.0,zonaprop,$,POINT (-58.40509604081632 -34.63912134693877),16,PARQUE PATRICIOS
2514,-34.6348208,-58.405643299999994,28000.0,37.0,3000.0,1.0,zonaprop,$,POINT (-58.40564329999999 -34.6348208),16,PARQUE PATRICIOS
3299,-34.63312929999999,-58.3966989,29500.0,40.0,4500.0,2.0,zonaprop,$,POINT (-58.3966989 -34.63312929999999),16,PARQUE PATRICIOS
3407,-34.627508,-58.39297,20000.0,27.0,0.0,1.0,zonaprop,$,POINT (-58.39297 -34.627508),16,PARQUE PATRICIOS
3771,-34.629065600000004,-58.4033687,28000.0,33.0,4600.0,2.0,zonaprop,$,POINT (-58.4033687 -34.6290656),16,PARQUE PATRICIOS
5316,-34.63563722244898,-58.3980266877551,35000.0,45.0,4500.0,2.0,zonaprop,$,POINT (-58.3980266877551 -34.63563722244898),16,PARQUE PATRICIOS
5346,-34.63076289999999,-58.4062524,42500.0,56.0,4960.0,2.0,zonaprop,$,POINT (-58.4062524 -34.63076289999999),16,PARQUE PATRICIOS
5347,-34.63076289999999,-58.4062524,40000.0,55.0,4650.0,2.0,zonaprop,$,POINT (-58.4062524 -34.63076289999999),16,PARQUE PATRICIOS
5350,-34.6374817,-58.401238600000006,23000.0,33.0,3500.0,2.0,zonaprop,$,POINT (-58.40123860000001 -34.6374817),16,PARQUE PATRICIOS
5424,-34.630727,-58.408086,38000.0,43.0,0.0,2.0,zonaprop,$,POINT (-58.408086 -34.630727),16,PARQUE PATRICIOS
5870,-34.63672879999999,-58.3911946,29500.0,36.0,2700.0,1.0,zonaprop,$,POINT (-58.3911946 -34.63672879999999),16,PARQUE PATRICIOS
6269,-34.6448902,-58.409604,21500.0,28.0,2900.0,2.0,zonaprop,$,POINT (-58.409604 -34.6448902),16,PARQUE PATRICIOS
7042,-34.63511586734694,-58.40711488979592,25000.0,30.0,0.0,1.0,zonaprop,$,POINT (-58.40711488979592 -34.63511586734694),16,PARQUE PATRICIOS
250,-34.63260220000001,-58.4003286,30000.0,42.0,4500.0,1.0,meli,$,POINT (-58.4003286 -34.63260220000001),16,PARQUE PATRICIOS
482,-34.636096,-58.390248,27000.0,42.0,8300.0,3.0,meli,$,POINT (-58.390248 -34.636096),16,PARQUE PATRICIOS
506,-34.630536,-58.3964078,27000.0,55.0,4500.0,1.0,meli,$,POINT (-58.3964078 -34.630536),16,PARQUE PATRICIOS
1012,-34.6339125,-58.4008681,27000.0,30.0,0.0,2.0,meli,$,POINT (-58.4008681 -34.6339125),16,PARQUE PATRICIOS
1013,-34.633084600000004,-58.4029036,27000.0,30.0,3000.0,2.0,meli,$,POINT (-58.4029036 -34.6330846),16,PARQUE PATRICIOS
1133,-34.629862100000004,-58.4061086,25000.0,23.0,0.0,1.0,meli,$,POINT (-58.4061086 -34.6298621),16,PARQUE PATRICIOS
1170,-34.6319979,-58.39087779999999,23000.0,38.0,4500.0,1.0,meli,$,POINT (-58.39087779999999 -34.6319979),16,PARQUE PATRICIOS
1176,-34.6357143,-58.3971125,35000.0,45.0,4500.0,2.0,meli,$,POINT (-58.3971125 -34.6357143),16,PARQUE PATRICIOS
1225,-34.629862100000004,-58.4061086,25000.0,23.0,0.0,1.0,meli,$,POINT (-58.4061086 -34.6298621),16,PARQUE PATRICIOS
1251,-34.6344986,-58.3983785,26000.0,30.0,2500.0,1.0,meli,$,POINT (-58.3983785 -34.6344986),16,PARQUE PATRICIOS
1257,-34.62923789999999,-58.4048529,28000.0,33.0,4600.0,2.0,meli,$,POINT (-58.4048529 -34.62923789999999),16,PARQUE PATRICIOS
1269,-34.62919160000001,-58.3999936,28000.0,40.0,6000.0,3.0,meli,$,POINT (-58.3999936 -34.62919160000001),16,PARQUE PATRICIOS
337,-34.62355,-58.37686,28000.0,30.0,3200.0,1.0,argenprop,$,POINT (-58.37686 -34.62355),19,SAN TELMO
371,-34.620909999999995,-58.37548,50000.0,77.0,9000.0,3.0,argenprop,$,POINT (-58.37548 -34.62090999999999),19,SAN TELMO
854,-34.6266,-58.373740000000005,36000.0,56.0,11500.0,2.0,argenprop,$,POINT (-58.37374000000001 -34.6266),19,SAN TELMO
856,-34.6266,-58.373740000000005,35000.0,36.0,11800.0,1.0,argenprop,$,POINT (-58.37374000000001 -34.6266),19,SAN TELMO
857,-34.6266,-58.373740000000005,35000.0,36.0,11800.0,2.0,argenprop,$,POINT (-58.37374000000001 -34.6266),19,SAN TELMO
995,-34.62312,-58.371030000000005,25000.0,34.0,6000.0,2.0,argenprop,$,POINT (-58.37103 -34.62312),19,SAN TELMO
1008,-34.61845,-58.374309999999994,25000.0,33.0,9100.0,2.0,argenprop,$,POINT (-58.37430999999999 -34.61845),19,SAN TELMO
1030,-34.619690000000006,-58.37268,110000.0,290.0,0.0,4.0,argenprop,$,POINT (-58.37268 -34.61969000000001),19,SAN TELMO
1160,-34.620020000000004,-58.36806,38000.0,55.0,10000.0,2.0,argenprop,$,POINT (-58.36806 -34.62002),19,SAN TELMO
18,-34.62413497142857,-58.370926257142855,38000.0,58.0,10000.0,2.0,zonaprop,$,POINT (-58.37092625714286 -34.62413497142857),19,SAN TELMO
291,-34.6209055,-58.3756627,50000.0,60.0,5000.0,3.0,zonaprop,$,POINT (-58.3756627 -34.6209055),19,SAN TELMO
602,-34.62444970000001,-58.37592579680789,65000.0,42.0,13100.0,2.0,zonaprop,$,POINT (-58.37592579680789 -34.62444970000001),19,SAN TELMO
646,-34.6192527,-58.3664066,26000.0,37.0,4750.0,2.0,zonaprop,$,POINT (-58.3664066 -34.6192527),19,SAN TELMO
745,-34.621401299999995,-58.37375,40000.0,68.0,5500.0,3.0,zonaprop,$,POINT (-58.37375 -34.6214013),19,SAN TELMO
